queue_event_id,centre_id,event_timestamp,queue_length,active_counters,avg_quantity_qtl,avg_service_time_min,hour,weather_condition,no_show_count,observed_wait_time_min,daily_capacity_qtl,daily_farmer_capacity,service_counters,historical_on_time_rate,historical_processing_efficiency,slot_fill_rate,day_of_week
Q000941,C002,2026-09-29 03:12:00,77,1,35,8,17,cloudy,3,11,90,150,3,0.896,0.791,0.812,1
Q000942,C001,2026-09-07 20:16:00,39,5,32,6,15,clear,3,25,120,180,4,0.736,0.631,0.81,0
Q000943,C002,2026-09-14 19:22:00,20,1,13,15,13,clear,0,16,90,150,3,0.896,0.791,0.812,0
Q000944,C004,2026-09-13 02:14:00,60,3,29,18,18,clear,0,41,60,100,2,0.746,0.824,0.822,6
Q000945,C004,2026-09-03 03:44:00,46,3,17,17,17,cloudy,1,33,60,100,2,0.746,0.824,0.822,3
Q000946,C003,2026-09-24 16:15:00,79,3,16,6,18,rain,3,21,110,165,4,0.921,0.854,0.862,3
Q000947,C001,2026-09-29 14:22:00,7,2,27,4,10,clear,2,29,120,180,4,0.736,0.631,0.81,1
Q000948,C002,2026-09-27 07:14:00,51,1,12,16,15,cloudy,0,27,90,150,3,0.896,0.791,0.812,6
Q000949,C004,2026-09-22 16:12:00,68,4,8,6,10,cloudy,0,30,60,100,2,0.746,0.824,0.822,1
Q000950,C004,2026-09-10 10:22:00,51,3,7,14,13,cloudy,3,18,60,100,2,0.746,0.824,0.822,3
Q000951,C004,2026-09-06 13:22:00,35,4,6,8,15,clear,1,25,60,100,2,0.746,0.824,0.822,6
Q000952,C001,2026-09-28 17:02:00,48,1,34,15,14,rain,1,8,120,180,4,0.736,0.631,0.81,0
Q000953,C002,2026-09-02 09:33:00,54,3,13,9,9,clear,0,22,90,150,3,0.896,0.791,0.812,2
Q000954,C004,2026-09-05 01:44:00,38,4,32,17,16,clear,2,16,60,100,2,0.746,0.824,0.822,5
Q000955,C001,2026-09-05 13:28:00,54,3,35,13,10,clear,2,31,120,180,4,0.736,0.631,0.81,5
Q000956,C004,2026-09-22 23:52:00,68,2,35,17,13,cloudy,3,5,60,100,2,0.746,0.824,0.822,1
Q000957,C002,2026-09-04 21:29:00,74,5,9,14,18,cloudy,2,5,90,150,3,0.896,0.791,0.812,4
Q000958,C002,2026-09-22 05:28:00,18,4,32,14,9,cloudy,3,21,90,150,3,0.896,0.791,0.812,1
Q000959,C001,2026-09-21 20:37:00,16,4,25,7,8,clear,1,31,120,180,4,0.736,0.631,0.81,0
Q000960,C002,2026-09-28 16:53:00,48,2,16,10,11,cloudy,0,28,90,150,3,0.896,0.791,0.812,0
Q000961,C003,2026-09-02 02:11:00,38,3,21,7,15,cloudy,3,31,110,165,4,0.921,0.854,0.862,2
Q000962,C004,2026-09-17 08:40:00,45,5,18,20,13,clear,1,34,60,100,2,0.746,0.824,0.822,3
Q000963,C004,2026-09-18 08:02:00,22,5,24,9,16,rain,3,23,60,100,2,0.746,0.824,0.822,4
Q000964,C004,2026-09-30 05:06:00,36,5,35,7,9,clear,0,6,60,100,2,0.746,0.824,0.822,2
Q000965,C004,2026-09-06 01:44:00,63,5,34,7,18,rain,0,23,60,100,2,0.746,0.824,0.822,6
Q000966,C004,2026-09-10 23:55:00,28,4,22,16,9,clear,3,12,60,100,2,0.746,0.824,0.822,3
Q000967,C003,2026-09-22 11:15:00,52,4,5,15,11,cloudy,2,22,110,165,4,0.921,0.854,0.862,1
Q000968,C003,2026-09-15 08:15:00,53,2,5,17,8,clear,0,14,110,165,4,0.921,0.854,0.862,1
Q000969,C003,2026-09-24 23:20:00,76,3,15,9,17,rain,1,40,110,165,4,0.921,0.854,0.862,3
Q000970,C004,2026-09-10 02:56:00,78,4,31,5,17,rain,1,45,60,100,2,0.746,0.824,0.822,3
Q000971,C004,2026-09-09 06:14:00,51,3,21,9,14,clear,0,13,60,100,2,0.746,0.824,0.822,2
Q000972,C001,2026-09-30 02:12:00,73,4,31,12,16,clear,2,18,120,180,4,0.736,0.631,0.81,2
Q000973,C001,2026-09-05 14:22:00,3,4,5,8,8,cloudy,0,41,120,180,4,0.736,0.631,0.81,5
Q000974,C004,2026-09-02 12:07:00,16,4,25,15,10,clear,1,24,60,100,2,0.746,0.824,0.822,2
Q000975,C002,2026-09-25 17:19:00,31,4,29,12,18,clear,2,10,90,150,3,0.896,0.791,0.812,4
Q000976,C002,2026-09-29 21:49:00,2,5,32,7,9,rain,0,11,90,150,3,0.896,0.791,0.812,1
Q000977,C002,2026-09-14 05:01:00,33,2,7,6,15,rain,1,30,90,150,3,0.896,0.791,0.812,0
Q000978,C001,2026-09-23 16:50:00,2,4,7,19,18,clear,1,31,120,180,4,0.736,0.631,0.81,2
Q000979,C004,2026-09-15 15:01:00,57,2,10,13,8,clear,0,12,60,100,2,0.746,0.824,0.822,1
Q000980,C003,2026-09-17 03:16:00,61,5,24,4,10,cloudy,2,12,110,165,4,0.921,0.854,0.862,3
Q000981,C002,2026-09-28 22:32:00,3,5,5,20,16,clear,1,28,90,150,3,0.896,0.791,0.812,0
Q000982,C001,2026-09-11 05:28:00,3,3,9,11,9,cloudy,1,22,120,180,4,0.736,0.631,0.81,4
Q000983,C003,2026-09-23 06:30:00,25,1,16,13,15,cloudy,3,32,110,165,4,0.921,0.854,0.862,2
Q000984,C004,2026-09-10 03:22:00,32,2,11,12,14,clear,2,15,60,100,2,0.746,0.824,0.822,3
Q000985,C002,2026-09-23 13:20:00,55,4,18,12,13,cloudy,0,43,90,150,3,0.896,0.791,0.812,2
Q000986,C004,2026-09-20 21:25:00,25,5,16,15,18,clear,3,15,60,100,2,0.746,0.824,0.822,6
Q000987,C001,2026-09-24 15:02:00,32,5,18,13,17,cloudy,2,30,120,180,4,0.736,0.631,0.81,3
Q000988,C001,2026-09-06 13:43:00,23,3,18,9,13,clear,0,18,120,180,4,0.736,0.631,0.81,6
Q000989,C003,2026-09-18 06:47:00,18,3,8,4,13,cloudy,0,26,110,165,4,0.921,0.854,0.862,4
Q000990,C002,2026-09-22 12:48:00,72,3,33,11,16,clear,3,23,90,150,3,0.896,0.791,0.812,1
Q000991,C002,2026-09-25 08:24:00,27,1,22,12,17,cloudy,0,41,90,150,3,0.896,0.791,0.812,4
Q000992,C004,2026-09-21 03:51:00,40,3,11,10,8,rain,3,7,60,100,2,0.746,0.824,0.822,0
Q000993,C003,2026-09-20 12:36:00,15,1,19,9,17,rain,3,20,110,165,4,0.921,0.854,0.862,6
Q000994,C001,2026-09-14 07:50:00,2,5,5,18,12,clear,3,7,120,180,4,0.736,0.631,0.81,0
Q000995,C001,2026-09-16 17:01:00,2,1,20,7,14,cloudy,2,22,120,180,4,0.736,0.631,0.81,2
Q000996,C003,2026-09-17 02:13:00,51,1,22,14,15,cloudy,0,30,110,165,4,0.921,0.854,0.862,3
Q000997,C003,2026-09-22 01:01:00,63,1,31,15,17,clear,0,19,110,165,4,0.921,0.854,0.862,1
Q000998,C001,2026-09-01 19:51:00,17,1,15,17,11,clear,0,17,120,180,4,0.736,0.631,0.81,1
Q000999,C003,2026-09-25 19:39:00,0,1,13,5,9,clear,2,9,110,165,4,0.921,0.854,0.862,4
